gene_name,entrezgene_id,padj,Diff
COL6A1,1291,2.21e-21,-0.752758318
COL6A2,1292,5.49e-21,-1.868044392
COL6A4P1,344875,3.94e-20,-1.129375945
COL6A5,256076,2.59e-53,-2.511339348
COL7A1,1294,1.47e-63,-1.560441662
COL8A1,1295,1.26e-05,-2.885441689
COL8A2,1296,7.33e-07,-1.468831877
COL9A1,1297,6.84e-06,-2.277678913
COL9A3,1299,3.73e-14,1.621310522
COLEC10,10584,1.79e-05,-1.886882045
COLGALT1,79709,1.98e-12,-0.852248055
COLGALT2,23127,9.01e-26,-1.994599552
COLQ,8292,1.98e-51,-1.635621859
COMMD10,51397,6.47e-13,0.749162113
COMMD2,51122,0.000351529,0.373261306
COMMD4,54939,1.31e-19,0.88054336
COMMD5,28991,9.13e-14,0.87391412
COMMD6,170622,6.96e-07,0.208560558
COMMD7,149951,1.42e-44,-1.159096165
COMMD8,54951,1.27e-06,-0.604502358
COMMD9,29099,2.13e-28,1.293530765
COMP,1311,9.98e-27,2.077307794
COMT,1312,6.53e-71,1.986759853
COMTD1,118881,5.88e-13,-1.132891784
COPB1,1315,0.000132049,-0.549058865
COPB2,9276,0.000352816,1.096076027
COPE,11316,2.26e-24,1.061587393
COPG1,22820,0.000303708,-0.412146527
COPS3,8533,5.04e-19,-1.07136794
COPS4,51138,0.002809248,-2.250135626
COPS5,10987,7.66e-15,-1.249296527
COPS7A,50813,1.12e-08,-0.501741948
COPS7B,64708,7.62e-08,5.310544239
COPS8,10920,0.005906974,1.529302042
COQ10B,80219,1.26e-09,0.454431941
COQ2,27235,1.25e-17,-0.920102731
COQ3,51805,0.005172369,2.535955342
COQ6,51004,1.13e-12,-0.749369381
COQ7,10229,0.028800851,-0.661907159
CORO1A,11151,4.98e-14,-1.721556757
CORO1B,57175,4.95e-13,-1.547652339
CORO1C,23603,1.11e-07,-3.914483072
CORO2A,7464,5.26e-42,-1.897554668
CORO2B,10391,2.96e-35,-1.536608513
CORT,1325,1.02e-11,-0.836595637
COTL1,23406,2.3e-15,-1.810973712
COX14,84987,0.02085034,-0.101851441
COX17,10063,5.97e-14,-0.779940623
COX19,90639,7.93e-16,-0.808202961
COX20,116228,5.17e-07,-0.58603085
COX5A,9377,1.89e-13,1.036776557
COX6A1,1337,4.09e-29,-0.897215106
COX6A2,1339,2.11e-08,0.86088321
COX6B1,1340,7.95e-07,-0.596470983
COX6B2,125965,5.89e-27,2.816927932
COX6C,1345,6.92e-16,-0.823537815
COX7A1,1346,0.000370301,2.163565403
COX7A2,1347,0.000272779,-0.204880442
COX7A2L,9167,2.22e-08,-0.221689255
COX7B,1349,0.010917477,1.744874468
COX7B2,170712,5.91e-05,-2.347536922
COX7C,1350,1.71e-07,0.882091897
COX8C,341947,7.92e-08,-0.476609011
CPA3,1359,1.06e-30,-2.181561515
CPA4,51200,7.52e-11,-1.869259447
CPA5,93979,6.16e-35,-1.601047384
CPA6,57094,1.78e-11,-5.456861132
CPAMD8,27151,1.53e-27,-1.946347277
CPB1,1360,6.19e-10,-0.540978871
CPB2,1361,1.78e-08,-2.433516548
CPB2-AS1,100509894,0.032311664,-1.976810142
CPD,1362,4.1e-14,1.299503416
CPEB2,132864,1.37e-07,-2.368829759
CPEB3,22849,0.000375122,3.419969832
CPEB4,80315,0.000162993,3.63499006
CPED1,79974,1.08e-05,-3.312280175
CPLX1,10815,2.35e-10,1.280823481
CPLX3,594855,4.46e-17,0.92884539
CPN1,1369,2.68e-18,1.367985216
CPN2,1370,2.33e-38,-1.397603151
CPNE2,221184,9.35e-38,-1.949523113
CPNE3,8895,9.7e-18,0.676110335
CPNE4,131034,2.29e-14,-2.80078115
CPNE5,57699,1.55e-65,-2.643551233
CPNE6,9362,0.002710611,-1.527085551
CPNE9,151835,2.85e-15,1.335563833
CPO,130749,3.63e-07,-3.561854213
CPPED1,55313,1.17e-16,-1.41086277
CPSF2,53981,2.63e-13,0.770415172
CPSF4,10898,3.24e-25,-0.83382043
CPT1A,1374,0.000269844,2.535859477
CPT1B,1375,6.69e-12,1.282596278
CPT1C,126129,2.2e-18,1.278728694
CPT2,1376,3.18e-07,-3.697840092
CPTP,80772,2.35e-07,0.271795828
CPVL,54504,3.65e-08,5.341734076
CPXCR1,53336,8.23e-11,-1.348787308
CPXM1,56265,5.42e-11,1.93874223
CPXM2,119587,1.85e-05,-2.633040861
CPZ,8532,9.51e-16,-1.723833659
CR1,1378,1.57e-10,-2.930627977
CR1L,1379,4.74e-09,-1.161832842
CRABP2,1382,1.07e-13,1.001001236
CRACR2A,84766,4.05e-32,-1.625843442
CRACR2B,283229,3.69e-50,-1.354733721
CRAT37,101926928,0.016996866,-0.915050567
CRB1,23418,0.001616729,-1.532627828
CRB3,92359,2.89e-06,1.599032892
CRBN,51185,2e-71,-2.641839819
CRCP,27297,2.02e-27,-1.925702183
CRCT1,54544,3.84e-05,4.168120779
CREB3,10488,0.000875871,-0.19996463
CREB3L3,84699,0.008029282,2.625550514
CREB3L4,148327,0.008167946,0.946491968
CREB5,9586,1.49e-40,-2.990124308
CREBBP,1387,0.001573454,2.843087116
CREBRF,153222,4.21e-15,-0.845937431
CREBZF,58487,7.69e-22,-0.827390455
CREG1,8804,1.53e-05,2.760908298
CRH,1392,2.5e-15,1.545700319
CRHBP,1393,6.01e-17,1.783061845
CRIP1,1396,0.000229576,-1.256943739
CRIP2,1397,1.43e-14,-1.140506714
CRIP3,401262,4.52e-18,1.450239778
CRISP1,167,6.84e-14,-6.024090339
CRISP2,7180,5.93e-22,2.222689586
CRISP3,10321,0.001578833,-3.260775101
CRISPLD1,83690,3.56e-07,-4.567985377
CRKL,1399,6.39e-21,-0.785178518
CRLF1,9244,1.61e-08,4.84706243
CRLF3,51379,0.0212693,-1.486747417
CRNN,49860,2.75e-09,-0.572630031
CROCC,9696,3.51e-34,-1.344996461
CROCCP2,84809,5.5e-11,-0.467584784
CROT,54677,0.000139611,-0.435911112
CRTAC1,55118,7.27e-49,-2.302402188
CRTAM,56253,4.47e-08,-2.948669363
CRTAP,10491,1.82e-10,0.881386282
CRTC3,64784,6.94e-09,-2.212350102
CRTC3-AS1,101926895,1.83e-23,-1.516939397
CRX,1406,5.69e-28,-1.326905569
CRY1,1407,2.34e-48,1.624029019
CRY2,1408,5.65e-31,1.081951487
CRYBA1,1411,0.015519401,-0.292645111
CRYBA2,1412,2.57e-08,0.914769735
CRYBA4,1413,8.91e-05,-2.031225605
CRYBB1,1414,1.06e-39,-1.92487117
CRYBB2,1415,7.83e-39,-1.749278297
CRYBB2P1,1416,4.86e-19,-1.045061695
CRYBG3,131544,0.043542594,-1.243160373
CRYGA,1418,1.93e-32,-1.713720491
CRYGB,1419,1.03e-34,-1.436077022
CRYGC,1420,1.25e-44,1.142960831
CRYGS,1427,0.00239231,-1.017098315
CRYZ,1429,0.015995179,-0.913058824
CRYZL1,9946,4.71e-09,0.40660842
CSAG1,158511,0.000221347,-0.403193319
CSAG4,100130935,0.001264023,-0.401588327
CSF1,1435,3.37e-19,-1.09664516
CSF1R,1436,5.31e-51,-2.494259088
CSF2,1437,2.7e-45,-2.45752482
CSF3,1440,2.32e-16,0.669983447
CSF3R,1441,5.01e-30,-1.77327343
CSGALNACT1,55790,1.64e-06,-2.358816366
CSGALNACT2,55454,9.67e-12,-5.181608654
CSHL1,1444,1.52e-09,0.55966075
CSK,1445,1.7e-23,-1.573172656
CSMD1,64478,3.24e-09,-5.428199731
CSMD2,114784,4.5e-58,-2.503956358
CSMD2-AS1,402779,3.37e-35,-1.885715721
CSN1S1,1446,2.03e-05,-2.993433324
CSN1S2AP,286828,3.04e-07,-3.238167388
CSN2,1447,6.77e-12,-4.686428633
CSN3,1448,2.07e-05,-3.798858793
CSNK1A1,1452,0.001357282,-0.460478606
CSNK1A1L,122011,1.49e-29,-1.742761782
CSNK1D,1453,3.52e-13,4.647579311
CSNK1G2,1455,6.15e-23,-1.068529293
CSNK1G3,1456,9.41e-09,-4.172866754
CSNK2A2,1459,4.07e-11,0.42835692
CSNK2A3,283106,2.03e-11,-0.672726113
CSNK2B,1460,6.84e-09,0.625906431
CSPG4,1464,3.9e-22,-1.324822201
CSPG5,10675,1.35e-13,1.066162678
CSPP1,79848,0.003489814,-2.28102504
CSRNP2,81566,2.03e-11,0.91841877
CSRNP3,80034,0.002629681,-3.067005645
CSRP1,1465,5.87e-38,1.633849059
CSRP3,8048,4.78e-27,-1.426355286
CST1,1469,5.3e-11,-0.779139963
CST11,140880,8.96e-07,-0.398923213
CST13P,164380,2.63e-42,-2.552190323
CST2,1470,4.29e-19,-1.317682146
CST4,1472,2.26e-21,-1.053590885
CST5,1473,3.08e-11,-1.210926394
CST6,1474,2.45e-26,1.72189102
CST7,8530,2.07e-26,-2.25533265
CST9,128822,3.49e-41,-1.779874283
CST9L,128821,6.29e-23,-1.64755391
CSTA,1475,2.64e-06,-2.766330059
CSTB,1476,3.99e-15,-0.826882316
CSTF2,1478,1.93e-20,-3.506967684
CSTF2T,23283,2.84e-12,0.301667926
CSTF3,1479,0.033111801,-1.030450895
CSTL1,128817,5.76e-18,-0.746264354
CT45A10,102723631,3.2e-12,-1.240688471
CT62,196993,2.36e-25,1.127137933
CT83,203413,0.012427154,-0.47213471
CTAG2,30848,2.92e-05,-0.639610888
CTAGE1,64693,2.17e-26,2.000367826
CTBP1,1487,0.000433021,3.364873636
CTBP1-AS,285463,6.38e-15,0.551126955
CTBS,1486,2.56e-21,1.378772121
CTC-338M12.4,101928649,3.4e-18,-0.914986434
CTC1,80169,5.54e-12,-0.598217198
CTCF,10664,3.17e-08,0.617112013
CTCFL,140690,5.78e-43,-1.914821888
CTD-2350J17.1,101929472,7.89e-21,-1.53435288
CTDSP1,58190,1.31e-23,0.82653533
CTDSP2,10106,5.17e-05,2.809401711
CTDSPL,10217,0.000340309,3.743899661
CTDSPL2,51496,0.024950342,-1.242129577
CTF1,1489,1.72e-35,1.838591027
CTHRC1,115908,0.001652011,1.315587295
CTIF,9811,6.04e-19,-1.249529305
CTLA4,1493,9.94e-08,-2.826209062
CTNNA1,1495,1.69e-14,7.197533834
CTNNA2,1496,4.45e-17,-3.900844899
CTNNA3,29119,1.41e-07,-4.323144985
CTNNAL1,8727,7.47e-25,1.213900752
CTNNB1,1499,1.09e-19,1.078900763
CTNNBIP1,56998,1.02e-43,2.09554751
CTNNBL1,56259,1.98e-08,2.904699496
CTNND1,1500,2.16e-09,2.407708936
CTNS,1497,1.28e-36,1.33723217
CTPS1,1503,3.28e-17,6.773000282
CTPS2,56474,0.041158605,1.577002123
CTR9,9646,1.08e-05,4.362801373
CTRB1,1504,6.12e-12,-0.721011297
CTRB2,440387,2.75e-22,-1.215076122
CTRL,1506,2.91e-29,0.989192841
CTSA,5476,1.18e-22,1.560043092
CTSB,1508,3.65e-28,-1.469004399
CTSC,1075,4.05e-38,1.533244162
CTSD,1509,6.23e-37,-1.722904974
CTSE,1510,4.29e-41,-1.916342716
CTSF,8722,3.7e-06,0.929049882
CTSG,1511,1.21e-27,-1.327848746
CTSK,1513,0.028988941,2.234184517
CTSL,1514,8.01e-07,0.419256474
CTSL3P,392360,0.000794996,-0.210655758
CTSO,1519,0.000231486,-2.067280632
CTSS,1520,4.57e-05,2.678676069
CTSV,1515,7.4e-13,0.923588289
CTSW,1521,3.37e-33,-1.232780419
CTSZ,1522,1.33e-27,-2.313766383
CTTNBP2,83992,2.21e-58,-3.482143073
CTU1,90353,1.35e-34,2.648329154
CTU2,348180,2.15e-19,-1.184460867
CTXN1,404217,0.000131344,0.438561101
CTXN2,399697,0.000181685,2.487804977
CTXN3,613212,1.44e-05,-0.8149658
CUBN,8029,2.28e-06,-4.080981988
CUEDC1,404093,6.37e-24,-3.205511707
CUL4A,8451,0.009343329,1.702627686
CUL5,8065,4.19e-16,-0.869646389
CUL9,23113,3.32e-09,3.595000491
CUX2,23316,3.32e-56,-1.97142979
CUZD1,50624,1.02e-07,-0.840899086
CWC15,51503,1.88e-08,-0.601422498
CWC22,57703,3.58e-05,-0.861896806
CWC25,54883,0.000103262,-0.815200116
CWC27,10283,0.004499903,2.439993874
CWH43,80157,0.002174359,2.907228701
CX3CR1,1524,1.36e-33,-1.338889548
CXADR,1525,8.91e-07,-2.158639432
CXCL1,2919,7.03e-15,-1.488704938
CXCL10,3627,5.74e-06,-0.466083582
CXCL11,6373,0.037547281,0.891746773
CXCL12,6387,1.14e-12,1.187953058
CXCL13,10563,4.73e-07,-2.013060067
CXCL14,9547,1.56e-10,-1.184938358
CXCL16,58191,2.36e-16,-1.473821916
CXCL17,284340,2.16e-05,-0.65345305
CXCL3,2921,2.7e-06,0.519850774
CXCL5,6374,3.25e-09,1.002637767
CXCL6,6372,2.24e-19,1.098505108
CXCL8,3576,1.6e-15,-5.046651055
CXCL9,4283,0.033039012,-1.039844809
CXCR1,3577,1.72e-06,-2.375289873
CXCR2,3579,1.42e-07,-3.462269474
CXCR3,2833,1.28e-14,-1.405084451
CXCR4,7852,0.000109616,-2.217077345
CXCR5,643,1.95e-48,-2.488720204
CXCR6,10663,4.56e-05,-2.988469243
CXXC1,30827,0.01116363,-1.248264679
CXXC1P1,392459,2.15e-09,-1.263214982
CXXC4,80319,1.21e-05,-0.83192845
CXorf58,254158,0.000462563,3.3786154
CXorf65,158830,1.45e-13,-1.085348217
CYB561A3,220002,9.79e-17,-1.140509462
CYB561D1,284613,2.17e-19,-1.443703809
CYB561D2,11068,4.84e-12,-0.580435408
CYB5A,1528,2.62e-27,-1.898713014
CYB5B,80777,5.98e-15,1.001908665
CYB5R2,51700,2.61e-15,1.35006794
CYB5R3,1727,6.67e-12,-3.804959371
CYB5R4,51167,0.021159667,-1.802255297
CYBA,1535,8.13e-37,-1.464063498
CYBB,1536,7.32e-18,-1.683758617
CYBRD1,79901,4.2e-27,1.310964613
CYCS,54205,1.99e-07,-0.294786732
CYCSP52,360155,6.12e-08,0.961121237
CYFIP2,26999,1.68e-11,6.547288804
CYLC2,1539,5.78e-08,-2.152577362
CYLD,1540,0.027672974,-0.76165908
CYMP,643160,4.94e-38,-1.812288019
CYP11A1,1583,5.21e-06,-2.487514667
CYP11B1,1584,1.09e-12,-2.74973141
CYP11B2,1585,9.34e-36,-1.310549489
CYP17A1,1586,1.94e-14,-0.921489307
CYP19A1,1588,1.23e-41,-2.237154953
CYP1A1,1543,1.67e-13,1.503413643
CYP1A2,1544,1.27e-10,-1.619861009
CYP1B1,1545,2.76e-24,2.973710975
CYP1B1-AS1,285154,1.52e-59,-2.253499265
CYP20A1,57404,4.96e-14,0.710514806
CYP24A1,1591,1.69e-14,1.638801001
CYP26A1,1592,4.55e-17,2.043416402
CYP26C1,340665,2.25e-05,3.060045777
CYP27A1,1593,7e-08,0.402889779
CYP27B1,1594,9.81e-15,0.922511477
CYP27C1,339761,0.00090075,0.689034068
CYP2A13,1553,1.27e-23,-1.118529588
CYP2B6,1555,1.06e-15,-1.049267325
CYP2B7P,1556,1.48e-10,-0.969716853
CYP2C18,1562,9.56e-05,3.90508184
CYP2C19,1557,4.7e-11,-0.577377158
CYP2C9,1559,9.44e-21,-0.86216124
CYP2D6,1565,0.001112736,0.400359608
CYP2E1,1571,5.33e-33,-1.571052568
CYP2F1,1572,1.35e-26,-1.798246057
CYP2G1P,22952,7.44e-12,-0.778773174
CYP2J2,1573,4.8e-10,-3.76531185
CYP2R1,120227,1.1e-10,0.436085339
CYP2W1,54905,1.25e-23,1.538058581
CYP3A4,1576,2.81e-05,-0.198197295
CYP3A43,64816,0.002270115,3.031858202
CYP3A7,1551,5.34e-38,1.346581927
CYP3A7-CYP3A51P,100861540,5.34e-38,1.346581927
CYP46A1,10858,1.96e-36,-1.608539327
CYP4A11,1579,8.64e-21,-0.980797021
CYP4A22,284541,1.21e-28,-0.967647904
CYP4B1,1580,1.56e-10,-1.477136007
CYP4F11,57834,1.59e-06,-0.486292137
CYP4F12,66002,1.99e-28,-1.137734652
CYP4F2,8529,7.22e-12,-0.984547803
CYP4F3,4051,1.41e-12,-0.551447049
CYP4F8,11283,5.77e-26,-0.913344698
CYP4V2,285440,0.001130623,1.611156347
CYP4Z1,199974,5.6e-12,-0.880683087
CYP4Z2P,163720,4.78e-12,-0.77439621
CYP51A1,1595,6.67e-32,1.662196462
CYP51A1-AS1,613126,3.03e-14,0.905002207
CYP7A1,1581,1.34e-08,0.485339132
CYP8B1,1582,6.06e-14,0.896467698
CYS1,192668,2.91e-21,1.432722251
CYSLTR1,10800,0.00199642,1.999297756
CYSLTR2,57105,0.00057077,-1.904220121
CYSRT1,375791,5.3e-26,-0.922842969
CYTH1,9267,1.36e-47,3.022020898
CYTH4,27128,1.46e-58,-2.838036522
CYTIP,9595,0.000321057,-1.856999731
CYTL1,54360,1.13e-18,-0.967159056
CYYR1,116159,1.39e-57,3.993371225
D21S2088E,266917,4.43e-20,-7.2401152
D2HGDH,728294,5.47e-28,-1.830038534
DAAM1,23002,2.42e-68,2.685567597
DAAM2,23500,0.005712658,-1.65900691
DAB1,1600,4.2e-05,-3.384334888
DAB1-AS1,101926890,3.77e-17,-1.101246699
DACH1,1602,0.00080934,1.566411002
DACH2,117154,2.01e-14,1.776029292
DACT3-AS1,100506068,1.11e-07,-0.753655573
DAD1,1603,1.47e-12,-1.307691326
DAG1,1605,6.73e-28,1.557477913
DAGLA,747,2.63e-75,-2.172605276
DAGLB,221955,4.81e-05,-1.841305125
DANCR,57291,0.000579013,1.925462315
DAND5,199699,5.02e-31,-1.074359506
DAOA,267012,1.78e-15,-5.950476114
DAOA-AS1,282706,1.78e-15,-5.950476114
DAP,1611,4.51e-23,-1.235775676
DAPK1,1612,1.45e-06,-3.849225538
DAPL1,92196,7.55e-06,1.065253632
DAPP1,27071,7.23e-28,-1.636330852
DAW1,164781,1.01e-26,-1.184128437
DAZAP2,9802,2.1e-13,-0.808341329
DAZL,1618,1.86e-11,-0.434219794
DBF4,10926,2.08e-14,1.115709671
DBF4B,80174,1.45e-67,-2.271100128
DBH,1621,3.08e-09,-0.925718801
DBH-AS1,138948,5.57e-16,-0.578671776
DBI,1622,0.008913903,-0.519498382
DBIL5P2,100169989,0.03560811,-0.973364026
DBN1,1627,3.83e-20,-1.250254657
DBP,1628,0.041632075,0.953906447
DBR1,51163,0.041153273,-0.517629743
DBT,1629,0.005442944,2.59065217
DBX1,120237,6.78e-24,3.009966408
DBX2,440097,1.18e-23,2.600994883
DCAF11,80344,3.1e-18,0.613004987
DCAF12,25853,2.75e-09,-0.585449167
DCAF12L1,139170,5.36e-06,3.862963712
DCAF13,25879,7.87e-09,-0.63817588
DCAF15,90379,1.58e-12,0.4980114
DCAF16,54876,2.3e-08,-3.539933319
DCAF4L1,285429,6.86e-07,-0.436806224
DCAF4L2,138009,2.86e-16,-1.149049618
DCAF6,55827,0.020737272,2.198992538
DCAF8,50717,1.04e-22,-0.717274433
DCAF8L1,139425,2.15e-13,-1.885633704
DCAF8L2,347442,1.47e-28,-2.220799322
DCANP1,140947,1.95e-24,-1.604219782
DCD,117159,5.11e-45,-2.601125621
DCDC1,341019,0.000211811,1.885719215
DCDC2B,149069,7.53e-52,-1.502972531
DCDC2C,728597,8.31e-09,-2.632274911
DCHS2,54798,0.000149364,-1.761243321
DCLK1,9201,2e-08,-4.639900672
DCLK2,166614,6.86e-19,-6.225145535
DCLRE1A,9937,2.17e-17,-1.257060314
DCLRE1B,64858,2.85e-05,-1.098311807
DCN,1634,0.00239433,-1.792196879
DCST1,149095,7.46e-23,-1.491356338
DCST2,127579,3.24e-35,-1.785189187
DCSTAMP,81501,0.011579516,-0.63451278
DCTD,1635,7.87e-81,3.388745711
DCTN1,1639,4.11e-77,4.610533371
DCTN1-AS1,100189589,0.033151743,-0.38867227
DCTN2,10540,1.38e-31,-1.156825487
DCTN3,11258,0.017342226,0.233752364
DCTN4,51164,0.032781614,-0.579661647
DCTN6,10671,3.9e-44,-1.313800951
DCTPP1,79077,1.18e-56,-2.135733341
DCUN1D1,54165,0.037501592,1.383217169
DCUN1D2,55208,7.58e-06,4.378093698
DCUN1D4,23142,2.48e-05,3.809112062
DCX,1641,0.006135207,-1.838229174
DCXR,51181,2.73e-09,5.472855992
DDA1,79016,6.4e-39,-2.681064203
DDAH2,23564,1.62e-60,4.030233856
DDB1,1642,4.62e-19,1.033543163
DDB2,1643,8.25e-07,-3.389428171
DDC-AS1,100129427,1.99e-47,-2.318372438
DDHD1,80821,0.001130457,-1.389776038
DDHD2,23259,0.001593121,3.153259426
DDI1,414301,7.59e-09,-0.906971445
DDIAS,220042,6.95e-07,-0.29349025
DDIT3,1649,7.33e-32,2.915697359
DDIT4,54541,3.32e-10,1.068992223
DDIT4L,115265,2.87e-05,0.936399288
DDN,23109,0.003453867,-0.629980427
DDO,8528,1.53e-49,-1.894628323
DDX1,1653,7.52e-08,0.768180369
DDX10,1662,0.00058994,-2.517559855
DDX11,1663,5.29e-11,-0.909364963
DDX11-AS1,100506660,2.01e-07,-0.605064742
DDX18,8886,0.016417469,-0.726101196
DDX19A,55308,7.66e-10,0.514350995
DDX19B,11269,1.92e-06,-0.294624537
DDX21,9188,3.98e-10,-0.799905153
DDX24,57062,1.58e-16,-1.429002798
DDX27,55661,0.004851934,-0.213351558
DDX28,55794,0.030794015,-0.24677669
DDX31,64794,0.000341506,0.899753442
DDX39A,10212,7.5e-42,-1.450208307
DDX39B,7919,0.006099428,1.491323181
DDX3X,1654,9.17e-05,-0.198225157
DDX3Y,8653,0.004234269,-2.958093835
DDX4,54514,0.000165944,-1.427996282
DDX41,51428,1.59e-18,-0.851207998
DDX43,55510,5.13e-12,-0.362306178
DDX49,54555,0.007633884,-0.278265408
DDX50,79009,1.48e-07,-0.254025996
DDX51,317781,2.58e-14,-0.782373338
DDX54,79039,3.98e-08,-1.284992411
DDX56,54606,1.24e-08,-0.474022392
DDX58,23586,4.63e-60,-2.038114945
DDX59,83479,0.000100862,0.371923837
DDX6,1656,3.18e-14,1.090689435
DDX60,55601,0.022253376,-2.448875842
DDX60L,91351,1.08e-21,-6.481706321
DEDD2,162989,7.55e-18,-1.261601697
DEF6,50619,5.07e-22,1.925222232
DEF8,54849,3.9e-18,-1.016338787
DEFA4,1669,2.33e-27,-1.136808336
DEFA5,1670,7.98e-14,-0.900643437
DEFA6,1671,1.09e-18,-0.935823562
DEFB1,1672,2.18e-37,1.421807508
DEFB110,245913,6.25e-07,-2.165321582
DEFB113,245927,5.35e-09,-4.038679456
DEFB114,245928,2.26e-09,-4.151907849
DEFB115,245929,2.35e-05,-1.440112437
DEFB116,245930,0.000136433,-2.476649209
DEFB118,117285,1.26e-19,-1.37599861
DEFB119,245932,2.96e-08,-1.351961793
DEFB121,245934,0.000668416,-1.442614513
DEFB122,245935,5.33e-05,-2.623633569
DEFB123,245936,1.48e-12,-1.375384423
DEFB124,245937,6.85e-13,-0.918880616
DEFB125,245938,2.2e-07,-1.236444518
DEFB126,81623,8.41e-22,-0.968860724
DEFB128,245939,3.78e-17,-1.15737809
DEFB129,140881,1.66e-05,-2.373057084
DEFB132,400830,0.000777826,-1.783866808
DEFB133,403339,0.018851571,-1.799427513
DEFB134,613211,0.000327548,-0.882015299
DEFB135,613209,9.92e-21,-2.14953954
DEFB136,613210,6.16e-25,-1.423012435
DEGS1,8560,5.16e-07,-1.054209892
DEGS2,123099,3.83e-11,2.042560383
DEK,7913,1.85e-29,-2.141993702
DENND1C,79958,9.04e-15,-3.716369387
DENND2A,27147,2.09e-47,-2.136350512
DENND2C,163259,0.002468243,2.947120967
DENND2D,79961,1.62e-83,-2.355356441
DENND3,22898,6.25e-62,-2.864567223
DENND4B,9909,6.98e-29,-0.748834965
DENND4C,55667,4.19e-07,-3.690731321
DENND5A,23258,0.000293653,-2.330790763
DENND6A,201627,0.000188647,-2.611137011
DENND6B,414918,1.66e-24,-1.164526297
DENR,8562,0.007841712,-0.139316974
DEPDC1-AS1,101927220,5.56e-35,0.992927194
DEPDC7,91614,2.1e-13,-0.97930376
DEPTOR,64798,3.83e-09,-3.34793622
DERA,51071,5.76e-06,-4.067494543
DERL1,79139,3.93e-32,-3.952179971
DERL2,51009,9.33e-08,-0.625435207
DERL3,91319,6.54e-06,-0.910283642
DESI1,27351,0.001578811,-0.292810039
DESI2,51029,1.47e-30,1.041376066
DET1,55070,0.022176664,-0.541975999
DEXI,28955,2.7e-20,0.994625514
DFFB,1677,1.08e-20,-1.126326397
DGAT2L6,347516,0.027095906,-1.075346201
DGCR11,25786,4.47e-07,0.610228575
DGCR2,9993,5.57e-46,-2.187579923
DGCR5,26220,2.88e-22,-1.182179738
DGCR6L,85359,2.6e-13,0.532054773
DGCR8,54487,3.66e-07,4.924846112
DGKA,1606,5.76e-44,-1.898716586
DGKB,1607,1.21e-11,-4.971066837
DGKD,8527,1.5e-65,-2.802051572
DGKE,8526,0.00082267,3.373286414
DGKI,9162,7.3e-07,-4.56025946
DGKK,139189,0.000622381,1.989162816
DGKZ,8525,2.83e-27,-1.638228932
DHCR24,1718,4.52e-62,-2.524356512
DHCR7,1717,1.35e-08,-0.514059182
DHDDS,79947,0.01416212,1.540217904
DHDH,27294,1.17e-07,-0.694450453
DHFR,1719,1.81e-33,0.931160005
DHH,50846,7.03e-15,2.006318022
DHODH,1723,1.17e-06,-1.071978817
DHPS,1725,0.00042458,1.780974894
DHRS1,115817,8.54e-11,0.687265501
DHRS13,147015,0.000172735,-0.731052368
DHRS2,10202,9.57e-22,-0.992068325
DHRS4,10901,0.000485698,0.352133516
DHRS4L1,728635,2.92e-13,-1.226303512
DHRS4L2,317749,6.05e-05,0.748867327
DHRS7C,201140,1.36e-34,-1.563622837
DHRS9,10170,3.6e-08,-3.766901883
DHX32,55760,0.015849623,2.421592477
DHX33,56919,9.16e-15,0.546453486
DHX34,9704,8.19e-10,-1.064475667
DHX36,170506,0.001305884,-2.046126064
DHX40,79665,4.98e-08,1.076794307
DHX57,90957,0.016752133,1.748886382
DHX9,1660,2.77e-22,0.42974586
DIAPH1,1729,6.91e-11,-2.721638237
DIAPH2-AS1,10824,0.03358674,0.810144379
DIAPH3,81624,0.000241592,-1.995129064
DIAPH3-AS1,100874195,1.04e-14,0.638640964
DICER1-AS1,400242,1.63e-15,0.460575424
DIO1,1733,6.99e-36,-1.397235804
DIO2,1734,0.000191667,-2.21004122
DIO2-AS1,100628307,0.002749985,-2.293248274
DIO3,1735,2.76e-45,3.403017206
DIO3OS,64150,9.86e-33,-1.239140086
DIP2A,23181,3.68e-20,-1.465532243
DIP2A-IT1,100862692,0.007049691,-0.255122293
DIRAS1,148252,3.55e-12,1.109866921
DIRAS3,9077,3.81e-19,0.894659233
DIS3,22894,2.04e-07,-1.623482198
DIS3L,115752,5.14e-07,3.422049615
DIS3L2,129563,3.44e-57,-1.807855952
DISC1,27185,5.07e-46,-2.157861615
DISC1-IT1,104472714,3.25e-05,-1.185936197
DISC1FP1,101929222,1.3e-05,-3.074487262
DISP1,84976,0.022109557,2.428705389
DKC1,1736,0.002994988,1.7890834
DKFZP434A062,26102,2.69e-08,-0.481645027
DKK1,22943,1.62e-28,3.069390432
DKK2,27123,2.33e-14,1.86231815
DKK4,27121,2.74e-07,-0.423574321
DKKL1,27120,0.019277525,1.310683464
DLD,1738,2.71e-05,-0.573207661
DLEC1,9940,0.000912044,-2.578065397
DLEU1,10301,1.25e-19,-2.330940949
DLEU2,8847,2.15e-09,-5.386450559
DLG1,1739,5.68e-05,-2.42050393
DLG2,1740,1.49e-06,-4.509948066
DLG3,1741,6.19e-16,-1.128139835
DLG3-AS1,100873930,1.48e-06,-0.525765935
DLGAP1,9229,4.75e-13,-5.394755235
DLGAP1-AS3,201477,1.61e-09,-0.414967287
DLGAP2,9228,5.89e-06,-2.972851678
